location,year,run,fuel,transmission,owner,mileage,engine,power,seats,brand,model
Jaipur,2009,78442,Petrol,Automatic,1,16.8,1497.0,b'58.16',5.0,Honda,47
Kolkata,2013,46000,Diesel,Manual,1,21.9,1396.0,b'58.16',5.0,Hyundai,217
Coimbatore,2014,45051,Petrol,Automatic,1,15.0,1396.0,b'58.16',5.0,Hyundai,217
Hyderabad,2011,69000,Diesel,Manual,1,20.54,1598.0,b'58.16',5.0,Volkswagen,188
Ahmedabad,2014,49000,Petrol,Manual,1,17.4,1497.0,b'58.16',5.0,Honda,47
Pune,2018,45000,Diesel,Manual,1,22.95,1248.0,b'58.16',5.0,Tata,215
Pune,2015,64000,Diesel,Automatic,1,18.48,1995.0,b'58.16',5.0,BMW,5
Delhi,2009,60000,Petrol,Manual,1,18.9,1061.0,b'58.16',5.0,Maruti,196
Delhi,2015,62178,Petrol,Manual,1,18.2,1199.0,b'58.16',5.0,Honda,103
Coimbatore,2012,58006,Diesel,Manual,1,15.0,1896.0,b'58.16',5.0,Volkswagen,105
Hyderabad,2010,74000,Petrol,Manual,1,20.36,1197.0,b'58.16',5.0,Hyundai,216
Kochi,2015,77771,Diesel,Automatic,1,19.27,2143.0,b'58.16',5.0,Mercedes-Benz,125
Pune,2012,45275,Petrol,Manual,1,20.36,1197.0,b'58.16',5.0,Hyundai,216
Chennai,2016,48000,Diesel,Manual,1,13.68,2393.0,b'58.16',7.0,Toyota,102
Kochi,2015,31652,Diesel,Automatic,1,17.68,1968.0,b'58.16',5.0,Audi,13
Hyderabad,2010,109000,Diesel,Manual,2,12.99,2494.0,b'58.16',7.0,Toyota,102
Mumbai,2015,31978,Petrol,Manual,1,16.47,1198.0,b'58.16',5.0,Volkswagen,138
Hyderabad,2011,70000,Petrol,Manual,1,20.92,998.0,b'58.16',5.0,Maruti,19
Mumbai,2017,15000,Petrol,Automatic,1,18.0,1497.0,b'58.16',5.0,Honda,47
Coimbatore,2013,59138,Diesel,Manual,1,17.0,1405.0,b'58.16',5.0,Tata,101
Kochi,2014,61726,Diesel,Automatic,1,17.68,1968.0,b'58.16',5.0,Audi,13
Delhi,2015,48000,Diesel,Automatic,1,17.9,2143.0,b'58.16',5.0,Mercedes-Benz,88
Chennai,2006,58000,Petrol,Manual,2,0.0,1086.0,b'58.16',5.0,Hyundai,166
Kolkata,2011,60020,Diesel,Manual,1,17.8,1248.0,b'58.16',5.0,Maruti,176
Hyderabad,2014,77815,Petrol,Automatic,1,23.1,998.0,b'58.16',5.0,Maruti,45
Hyderabad,2017,29000,Diesel,Automatic,1,17.9,2143.0,b'58.16',5.0,Mercedes-Benz,90
Delhi,2017,44000,Diesel,Automatic,1,12.7,2179.0,b'58.16',5.0,Land,153
Hyderabad,2011,108626,Diesel,Manual,1,20.54,1598.0,b'58.16',5.0,Volkswagen,188
Hyderabad,2012,71791,Petrol,Manual,1,14.0,796.0,b'58.16',5.0,Maruti,129
Kochi,2012,91931,Petrol,Manual,1,18.5,1198.0,b'58.16',5.0,Honda,34
Hyderabad,2000,158000,Diesel,Manual,2,14.07,2956.0,b'58.16',7.0,Tata,173
Pune,2012,91183,Diesel,Manual,1,18.0,1248.0,b'58.16',5.0,Tata,100
Delhi,2012,65000,Petrol,Manual,1,18.9,998.0,b'58.16',5.0,Maruti,196
Hyderabad,2015,88428,Diesel,Manual,1,16.0,2179.0,b'58.16',7.0,Mahindra,208
Pune,2008,138000,Diesel,Manual,2,17.1,1396.0,b'58.16',5.0,Tata,101
Mumbai,2018,18000,Petrol,Manual,1,16.02,1373.0,b'58.16',7.0,Maruti,72
Mumbai,2011,60000,Petrol,Automatic,1,11.7,2354.0,b'58.16',5.0,Honda,18
Kolkata,2012,48000,Diesel,Manual,1,19.3,1248.0,b'58.16',5.0,Maruti,176
Hyderabad,2009,160000,Diesel,Manual,1,17.8,1399.0,b'58.16',5.0,Ford,79
Kolkata,2008,40000,Petrol,Manual,1,17.7,1497.0,b'58.16',5.0,Honda,47
Kochi,2014,51495,Diesel,Automatic,1,17.68,1968.0,b'58.16',5.0,Audi,13
Mumbai,2011,30000,Diesel,Automatic,1,9.52,2993.0,b'58.16',4.0,BMW,6
Coimbatore,2017,97430,Diesel,Automatic,1,14.75,2967.0,b'58.16',7.0,Audi,144
Pune,2008,42496,CNG,Manual,1,26.3,998.0,b'58.16',5.0,Maruti,214
Pune,2012,83000,Diesel,Manual,1,23.0,1396.0,b'58.16',5.0,Hyundai,217
Bangalore,2009,37000,Petrol,Automatic,3,16.95,1197.0,b'58.16',5.0,Hyundai,216
Kochi,2016,28503,Petrol,Automatic,1,19.0,1199.0,b'58.16',5.0,Honda,103
Hyderabad,2015,76496,Diesel,Manual,1,25.2,1248.0,b'58.16',5.0,Maruti,176
Pune,2011,79152,Petrol,Manual,2,18.5,1197.0,b'58.16',5.0,Hyundai,217
Kolkata,2011,32000,Petrol,Manual,1,16.47,1198.0,b'58.16',5.0,Volkswagen,138
Ahmedabad,2009,35000,Petrol,Manual,1,19.7,796.0,b'58.16',5.0,Maruti,19
Chennai,2004,105000,Petrol,Automatic,2,11.3,1794.0,b'58.16',5.0,Toyota,54
Chennai,2006,56000,Petrol,Manual,2,19.7,796.0,b'58.16',5.0,Maruti,19
Pune,2012,73000,Diesel,Manual,1,21.12,1248.0,b'58.16',5.0,Tata,118
Pune,2012,38000,Petrol,Manual,1,19.7,796.0,b'58.16',5.0,Maruti,19
Kolkata,2013,775000,Diesel,Automatic,1,19.3,1968.0,b'58.16',5.0,Skoda,128
Kolkata,2008,80000,Petrol,Automatic,1,11.3,1794.0,b'58.16',5.0,Toyota,54
Coimbatore,2016,24973,Petrol,Manual,1,18.6,1197.0,b'58.16',5.0,Hyundai,217
Chennai,2016,45000,Diesel,Manual,1,24.3,1248.0,b'58.16',5.0,Maruti,193
Delhi,2010,87430,Petrol,Manual,1,17.0,1497.0,b'58.16',5.0,Honda,47
Hyderabad,2014,133944,Diesel,Manual,2,18.0,1248.0,b'58.16',5.0,Tata,100
Kolkata,2013,57000,Diesel,Manual,1,25.8,1498.0,b'58.16',5.0,Honda,20
Coimbatore,2016,27904,Petrol,Manual,1,21.1,814.0,b'58.16',5.0,Hyundai,64
Kochi,2015,30717,Diesel,Automatic,2,21.76,1995.0,b'58.16',5.0,BMW,3
Bangalore,2012,80000,Diesel,Manual,1,22.32,1582.0,b'58.16',5.0,Hyundai,191
Ahmedabad,2013,47304,Diesel,Manual,1,21.02,1248.0,b'58.16',5.0,Tata,118
Jaipur,2005,100000,Petrol,Automatic,1,14.45,1984.0,b'58.16',5.0,Skoda,128
Pune,2017,30000,Petrol,Manual,1,24.07,998.0,b'58.16',5.0,Maruti,19
Mumbai,2014,68000,Diesel,Manual,1,22.7,1498.0,b'58.16',5.0,Ford,66
Kolkata,2011,21000,Petrol,Manual,2,18.0,995.0,b'58.16',5.0,Chevrolet,171
Hyderabad,2017,21000,Diesel,Automatic,1,19.33,1999.0,b'58.16',5.0,Jaguar,205
Jaipur,2007,119000,Petrol,Manual,3,13.1,1997.0,b'58.16',5.0,Honda,38
Kochi,2019,13747,Petrol,Automatic,1,14.67,1798.0,b'58.16',5.0,Skoda,175
Chennai,2009,620000,Petrol,Manual,1,20.36,1197.0,b'58.16',5.0,Hyundai,216
Delhi,2013,70000,Diesel,Manual,1,22.9,1248.0,b'58.16',5.0,Maruti,176
Mumbai,2016,18000,Petrol,Automatic,1,18.5,1197.0,b'58.16',5.0,Maruti,176
Chennai,2011,83000,Diesel,Manual,1,23.08,1461.0,b'58.16',5.0,Nissan,119
Mumbai,2015,130000,Diesel,Manual,1,23.4,1248.0,b'58.16',5.0,Maruti,176
Pune,2012,63400,Diesel,Manual,1,17.8,1399.0,b'58.16',5.0,Ford,79
Kolkata,2003,65000,Petrol,Manual,1,17.3,993.0,b'58.16',5.0,Maruti,214
Pune,2017,8350,Petrol,Manual,1,13.8,1998.0,b'58.16',5.0,Mini,50
Kolkata,2014,45000,Diesel,Manual,1,23.59,1364.0,b'58.16',5.0,Toyota,75
Kolkata,2018,26200,Petrol,Manual,1,24.7,796.0,b'58.16',5.0,Maruti,19
Bangalore,2011,11000,Petrol,Manual,3,18.9,796.0,b'58.16',5.0,Maruti,19
Bangalore,2009,90000,Diesel,Automatic,2,11.0,2993.0,b'58.16',5.0,BMW,200
Mumbai,2015,74000,Petrol,Automatic,2,11.07,2496.0,b'58.16',5.0,Nissan,180
Coimbatore,2015,37081,Petrol,Automatic,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Hyderabad,2017,39000,Diesel,Manual,1,24.3,1248.0,b'58.16',5.0,Maruti,193
Mumbai,2008,99000,Diesel,Automatic,3,12.07,2967.0,b'58.16',7.0,Audi,144
Chennai,2015,38000,Diesel,Automatic,1,17.9,2143.0,b'58.16',5.0,Mercedes-Benz,88
Chennai,2007,72000,Petrol,Manual,3,16.1,796.0,b'58.16',4.0,Maruti,8
Chennai,2015,93000,Diesel,Manual,2,20.45,1461.0,b'58.16',5.0,Renault,60
Mumbai,2017,5900,Diesel,Manual,1,21.43,1364.0,b'58.16',5.0,Toyota,54
Chennai,2014,25000,Diesel,Manual,1,15.8,2148.0,b'58.16',5.0,Mercedes-Benz,125
Hyderabad,2010,68000,Diesel,Manual,2,21.1,1248.0,b'58.16',5.0,Maruti,152
Kochi,2017,35676,Petrol,Automatic,1,16.0,1497.0,b'58.16',7.0,Honda,27
Kochi,2015,74310,Diesel,Manual,1,24.4,1120.0,b'58.16',5.0,Hyundai,209
Jaipur,2014,59364,Diesel,Automatic,1,14.21,2143.0,b'58.16',5.0,Mercedes-Benz,63
Kochi,2014,41380,Petrol,Automatic,2,14.8,1595.0,b'58.16',5.0,Mercedes-Benz,25
Bangalore,2017,33900,Diesel,Automatic,1,15.0,2143.0,b'58.16',5.0,Mercedes-Benz,63
Mumbai,2016,28000,Petrol,Manual,1,17.8,1497.0,b'58.16',5.0,Honda,47
Hyderabad,2007,50958,Petrol,Manual,1,17.0,1086.0,b'58.16',5.0,Hyundai,166
Chennai,2011,93982,Petrol,Manual,1,17.0,1497.0,b'58.16',5.0,Honda,47
Pune,2010,95000,Petrol,Manual,1,16.2,1599.0,b'58.16',5.0,Hyundai,191
Mumbai,2017,9000,Petrol,Automatic,1,13.5,1999.0,b'58.16',5.0,Jaguar,204
Delhi,2015,52516,Petrol,Manual,1,18.0,1198.0,b'58.16',5.0,Honda,20
Bangalore,2015,20000,Petrol,Automatic,1,18.86,1598.0,b'58.16',4.0,Mini,53
Coimbatore,2017,56451,Diesel,Automatic,1,13.5,2987.0,b'58.16',5.0,Mercedes-Benz,154
Chennai,2014,37000,Petrol,Manual,1,21.1,814.0,b'58.16',5.0,Hyundai,64
Kolkata,2014,17400,Petrol,Manual,1,20.51,998.0,b'58.16',5.0,Maruti,196
Coimbatore,2011,90207,Diesel,Manual,1,21.1,1248.0,b'58.16',5.0,Maruti,152
Chennai,2011,89616,Diesel,Automatic,1,16.07,1995.0,b'58.16',5.0,BMW,3
Pune,2014,85000,Diesel,Manual,1,13.49,2179.0,b'58.16',5.0,Tata,210
Chennai,2014,79271,Diesel,Automatic,1,20.38,1968.0,b'58.16',5.0,Audi,11
Hyderabad,2012,56000,Diesel,Automatic,1,12.7,2179.0,b'58.16',5.0,Land,153
Pune,2010,85001,Diesel,Automatic,2,12.0,2987.0,b'58.16',7.0,Mercedes-Benz,87
Hyderabad,2018,12000,Diesel,Automatic,1,13.5,2477.0,b'58.16',7.0,Mitsubishi,133
Jaipur,2010,125000,Petrol,Manual,1,19.7,796.0,b'58.16',5.0,Maruti,19
Pune,2013,53000,Petrol,Manual,1,14.0,1061.0,b'58.16',5.0,Maruti,196
Coimbatore,2017,34990,Diesel,Automatic,1,12.7,2179.0,b'58.16',5.0,Land,153
Pune,2011,49768,Petrol,Manual,2,17.01,1591.0,b'58.16',5.0,Hyundai,191
Hyderabad,2013,56000,Diesel,Automatic,1,16.73,2993.0,b'58.16',5.0,BMW,5
Bangalore,2013,75000,Diesel,Automatic,1,14.74,2993.0,b'58.16',5.0,Jaguar,205
Hyderabad,2010,57000,Petrol,Automatic,1,13.7,1798.0,b'58.16',5.0,Skoda,175
Kochi,2017,37542,Diesel,Automatic,1,15.73,1968.0,b'58.16',5.0,Audi,142
Coimbatore,2014,95649,Diesel,Automatic,1,12.7,2179.0,b'58.16',5.0,Land,153
Jaipur,2013,35299,Diesel,Automatic,1,14.84,2143.0,b'58.16',5.0,Mercedes-Benz,125
Kochi,2017,28464,Diesel,Manual,1,15.4,2179.0,b'58.16',7.0,Mahindra,168
Mumbai,2015,41000,Diesel,Automatic,1,21.76,1995.0,b'58.16',5.0,BMW,3
Pune,2017,9000,Petrol,Manual,1,15.4,1497.0,b'58.16',7.0,Honda,26
Chennai,2010,92098,Diesel,Automatic,2,16.0,2400.0,b'58.16',5.0,Volvo,158
Pune,2005,5834,Petrol,Manual,1,13.2,1495.0,b'58.16',5.0,Hyundai,17
Jaipur,2017,40250,Petrol,Manual,1,17.19,1197.0,b'58.16',5.0,Hyundai,217
Coimbatore,2018,22397,Petrol,Automatic,1,11.5,2996.0,b'58.16',5.0,Mercedes-Benz,89
Kolkata,2015,20800,Petrol,Manual,2,21.1,814.0,b'58.16',5.0,Hyundai,64
Kochi,2018,40322,Petrol,Manual,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Mumbai,2013,52576,Petrol,Manual,1,13.0,1493.0,b'58.16',5.0,Honda,47
Kolkata,2010,55000,Petrol,Manual,1,16.47,1198.0,b'58.16',5.0,Volkswagen,138
Mumbai,2016,47000,Petrol,Automatic,1,15.26,1798.0,b'58.16',5.0,Audi,13
Hyderabad,2010,42021,Diesel,Manual,1,0.0,1968.0,b'58.16',5.0,Volkswagen,105
Coimbatore,2017,23163,Petrol,Manual,1,15.29,1591.0,b'58.16',5.0,Hyundai,56
Mumbai,2011,50000,Petrol,Automatic,2,11.74,1796.0,b'58.16',5.0,Mercedes-Benz,125
Mumbai,2014,11900,Petrol,Automatic,1,16.82,1998.0,b'58.16',4.0,Mini,53
Pune,2006,108000,Petrol,Manual,2,17.0,1086.0,b'58.16',5.0,Hyundai,166
Bangalore,2013,37000,Diesel,Manual,1,23.59,1364.0,b'58.16',5.0,Toyota,75
Delhi,2014,30000,Petrol,Manual,2,19.4,1198.0,b'58.16',5.0,Honda,34
Coimbatore,2018,12831,Petrol,Automatic,1,21.4,1197.0,b'58.16',5.0,Maruti,28
Coimbatore,2012,143017,Diesel,Automatic,1,20.0,1968.0,b'58.16',5.0,Skoda,111
Kochi,2018,13102,Petrol,Manual,1,21.1,814.0,b'58.16',5.0,Hyundai,64
Coimbatore,2019,24950,Diesel,Manual,1,20.37,1461.0,b'58.16',5.0,Renault,41
Coimbatore,2011,57832,Diesel,Automatic,1,16.2,2993.0,b'58.16',5.0,BMW,5
Kochi,2016,34267,Petrol,Manual,1,22.74,796.0,b'58.16',5.0,Maruti,19
Bangalore,2015,33000,Diesel,Automatic,2,16.8,1984.0,b'58.16',5.0,Volvo,187
Ahmedabad,2007,55100,Petrol,Manual,1,18.9,998.0,b'58.16',5.0,Maruti,196
Kolkata,2008,40000,Petrol,Manual,1,17.7,1497.0,b'58.16',5.0,Honda,47
Kochi,2017,31841,CNG,Manual,1,15.1,1196.0,b'58.16',5.0,Maruti,67
Kolkata,2014,15000,Petrol,Manual,1,13.7,1399.0,b'58.16',8.0,Chevrolet,71
Coimbatore,2016,82756,Diesel,Manual,1,15.96,2523.0,b'58.16',7.0,Mahindra,31
Coimbatore,2012,50243,Petrol,Manual,1,0.0,1086.0,b'58.16',5.0,Hyundai,166
Hyderabad,2014,20600,Petrol,Manual,1,21.1,814.0,b'58.16',5.0,Hyundai,64
Coimbatore,2017,29952,Petrol,Automatic,1,13.0,1591.0,b'58.16',5.0,Hyundai,56
Mumbai,2017,15000,Petrol,Manual,2,16.09,1598.0,b'58.16',5.0,Volkswagen,188
Pune,2008,61938,Petrol,Automatic,2,12.9,1799.0,b'58.16',5.0,Honda,48
Hyderabad,2014,67000,Diesel,Manual,1,22.3,1248.0,b'58.16',5.0,Tata,100
Kochi,2013,61672,Diesel,Manual,1,16.0,2179.0,b'58.16',7.0,Mahindra,208
Coimbatore,2017,26185,Petrol,Manual,1,18.6,1197.0,b'58.16',5.0,Hyundai,217
Bangalore,2014,38000,Diesel,Automatic,2,14.16,1968.0,b'58.16',5.0,Audi,143
Chennai,2011,67000,Petrol,Manual,2,18.5,1197.0,b'58.16',5.0,Maruti,152
Chennai,2010,66000,Petrol,Manual,2,13.17,1999.0,b'58.16',5.0,Mitsubishi,44
Hyderabad,2015,80883,Diesel,Manual,1,12.8,2494.0,b'58.16',7.0,Toyota,102
Hyderabad,2016,80219,Diesel,Manual,1,27.62,793.0,b'58.16',5.0,Maruti,45
Delhi,2018,12923,Diesel,Manual,1,25.1,1248.0,b'58.16',5.0,Maruti,156
Coimbatore,2016,86642,Diesel,Automatic,1,15.17,1968.0,b'58.16',5.0,Audi,142
Bangalore,2016,19235,Diesel,Automatic,1,21.76,1995.0,b'58.16',5.0,BMW,3
Coimbatore,2016,51002,Diesel,Automatic,1,11.33,4134.0,b'58.16',7.0,Audi,144
Pune,2016,6800,Petrol,Manual,1,18.6,1197.0,b'58.16',5.0,Hyundai,217
Hyderabad,2012,82749,Diesel,Manual,1,19.01,1461.0,b'58.16',5.0,Renault,60
Pune,2016,51000,Diesel,Manual,1,24.4,1120.0,b'58.16',5.0,Hyundai,209
Delhi,2014,31465,Diesel,Manual,1,22.7,1498.0,b'58.16',5.0,Ford,66
Hyderabad,2013,76476,Petrol,Manual,1,16.47,1198.0,b'58.16',5.0,Volkswagen,138
Kolkata,2017,14000,Diesel,Manual,1,24.0,1120.0,b'58.16',5.0,Hyundai,95
Ahmedabad,2013,47000,Diesel,Manual,1,21.12,1248.0,b'58.16',5.0,Tata,118
Kolkata,2011,48466,Petrol,Manual,1,17.0,1497.0,b'58.16',5.0,Honda,47
Bangalore,2008,46000,Petrol,Manual,2,17.92,1086.0,b'58.16',5.0,Hyundai,166
Hyderabad,2012,162663,Diesel,Manual,1,12.99,2494.0,b'58.16',7.0,Toyota,102
Coimbatore,2017,25142,Diesel,Manual,1,28.09,1248.0,b'58.16',5.0,Maruti,46
Delhi,2013,69000,Diesel,Manual,1,12.55,2982.0,b'58.16',7.0,Toyota,83
Chennai,2009,80524,Petrol,Manual,2,15.3,1596.0,b'58.16',5.0,Ford,79
Kochi,2018,26405,Petrol,Automatic,1,12.6,1950.0,b'58.16',5.0,Mercedes-Benz,63
Chennai,2014,45000,Diesel,Manual,1,15.8,2148.0,b'58.16',5.0,Mercedes-Benz,125
Kolkata,2012,64284,Diesel,Manual,1,17.72,1968.0,b'58.16',5.0,Skoda,212
Delhi,2015,27000,Petrol,Manual,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Hyderabad,2018,3678,Petrol,Manual,1,18.16,1196.0,b'58.16',5.0,Ford,80
Mumbai,2013,21000,Petrol,Manual,1,16.8,1395.0,b'58.16',5.0,Skoda,128
Mumbai,2015,67000,Diesel,Manual,2,19.87,1461.0,b'58.16',5.0,Renault,60
Delhi,2015,24000,Diesel,Automatic,2,15.68,1999.0,b'58.16',5.0,Land,153
Chennai,2011,75000,Diesel,Manual,2,20.0,1399.0,b'58.16',5.0,Ford,80
Hyderabad,2008,179000,Diesel,Automatic,2,12.8,2953.0,b'58.16',7.0,Ford,70
Coimbatore,2017,47198,Diesel,Manual,1,12.55,2982.0,b'58.16',7.0,Toyota,83
Kolkata,2012,52000,Diesel,Manual,1,22.07,1199.0,b'58.16',5.0,Volkswagen,138
Jaipur,2011,91000,Diesel,Manual,1,23.2,1248.0,b'58.16',5.0,Maruti,152
Pune,2013,60000,Diesel,Manual,1,23.08,1461.0,b'58.16',5.0,Nissan,119
Kolkata,2013,37873,Diesel,Manual,1,22.32,1582.0,b'58.16',5.0,Hyundai,191
Kolkata,2011,31000,Petrol,Automatic,1,10.8,2497.0,b'58.16',5.0,BMW,5
Pune,2017,129000,Diesel,Automatic,1,11.0,2987.0,b'58.16',7.0,Mercedes-Benz,91
Hyderabad,2004,78000,Petrol,Automatic,1,12.0,2354.0,b'58.16',5.0,Honda,38
Bangalore,2016,32000,Diesel,Automatic,1,17.01,1582.0,b'58.16',5.0,Hyundai,56
Jaipur,2010,59000,Petrol,Manual,2,19.81,1086.0,b'58.16',5.0,Hyundai,216
Kochi,2016,35437,Diesel,Automatic,1,20.0,2143.0,b'58.16',5.0,Mercedes-Benz,9
Jaipur,2014,98000,Petrol,Manual,1,16.02,1373.0,b'58.16',7.0,Maruti,72
Chennai,2006,72000,Diesel,Manual,2,18.7,1896.0,b'58.16',5.0,Skoda,128
Pune,2015,79000,Petrol,Manual,1,18.0,1198.0,b'58.16',5.0,Honda,20
Chennai,2004,29000,Petrol,Manual,1,17.3,993.0,b'58.16',5.0,Maruti,214
Kochi,2013,66012,Petrol,Manual,1,15.5,1586.0,b'58.16',5.0,Maruti,162
Mumbai,2014,35000,Petrol,Automatic,1,16.5,1198.0,b'58.16',5.0,Honda,34
Ahmedabad,2011,75000,Petrol,Manual,1,18.9,998.0,b'58.16',5.0,Maruti,196
Mumbai,2008,80000,Petrol,Automatic,2,12.1,2362.0,b'58.16',5.0,Toyota,39
Kochi,2012,32717,Petrol,Manual,1,18.6,1199.0,b'58.16',5.0,Chevrolet,29
Delhi,2017,25000,Diesel,Automatic,1,12.55,2982.0,b'58.16',7.0,Toyota,83
Mumbai,2014,79000,Diesel,Manual,1,22.7,1498.0,b'58.16',5.0,Ford,66
Hyderabad,2010,86000,Diesel,Manual,2,17.8,1248.0,b'58.16',5.0,Maruti,176
Pune,2010,137000,Diesel,Automatic,1,13.5,2987.0,b'58.16',5.0,Mercedes-Benz,154
Mumbai,2015,25000,Petrol,Manual,2,17.3,1497.0,b'58.16',7.0,Honda,120
Mumbai,2017,8500,Petrol,Manual,2,18.9,1197.0,b'58.16',5.0,Hyundai,95
Bangalore,2015,34000,Diesel,Automatic,1,16.0,2179.0,b'58.16',7.0,Mahindra,208
Pune,2012,41629,Petrol,Manual,2,14.83,1598.0,b'58.16',5.0,Skoda,78
Hyderabad,2009,80227,Petrol,Manual,1,17.92,1086.0,b'58.16',5.0,Hyundai,166
Kochi,2019,8587,Petrol,Manual,1,15.29,1591.0,b'58.16',5.0,Hyundai,56
Delhi,2017,30000,Diesel,Manual,1,15.4,1997.0,b'58.16',7.0,Mahindra,168
Pune,2013,64186,Diesel,Manual,1,20.5,1598.0,b'58.16',5.0,Skoda,149
Coimbatore,2015,76427,Diesel,Manual,1,19.01,1461.0,b'58.16',5.0,Renault,60
Hyderabad,2011,75000,Diesel,Automatic,1,11.7,2993.0,b'58.16',5.0,BMW,200
Coimbatore,2013,27075,Petrol,Manual,1,17.6,1496.0,b'58.16',5.0,Toyota,75
Ahmedabad,2012,30000,Petrol,Manual,1,22.5,998.0,b'58.16',5.0,Maruti,196
Chennai,2016,69434,Petrol,Manual,1,15.8,1591.0,b'58.16',5.0,Hyundai,56
Jaipur,2014,56000,Petrol,Manual,1,23.1,998.0,b'58.16',5.0,Maruti,45
Coimbatore,2017,49275,Diesel,Automatic,1,12.7,2179.0,b'58.16',5.0,Land,153
Pune,2014,8700,Petrol,Manual,1,18.6,1199.0,b'58.16',5.0,Chevrolet,29
Ahmedabad,2014,18000,Petrol,Manual,2,25.4,624.0,b'58.16',4.0,Tata,124
Coimbatore,2017,41041,Diesel,Automatic,1,17.68,1968.0,b'58.16',5.0,Audi,13
Kochi,2009,80464,Diesel,Automatic,2,11.0,2987.0,b'58.16',5.0,Mercedes-Benz,63
Kochi,2019,20667,Petrol,Manual,1,22.0,1197.0,b'58.16',5.0,Maruti,176
Coimbatore,2013,60283,Petrol,Manual,1,14.6,1368.0,b'58.16',5.0,Fiat,112
Kochi,2017,31696,Petrol,Manual,1,20.4,1197.0,b'58.16',5.0,Maruti,176
Hyderabad,2010,100000,Diesel,Manual,1,11.5,2982.0,b'58.16',7.0,Toyota,83
Mumbai,2014,13361,Petrol,Manual,1,16.02,1373.0,b'58.16',7.0,Maruti,72
Coimbatore,2010,48394,Petrol,Automatic,1,12.05,1995.0,b'58.16',5.0,BMW,3
Jaipur,2014,47399,Petrol,Manual,1,16.02,1373.0,b'58.16',7.0,Maruti,72
Mumbai,2010,69000,Petrol,Automatic,2,16.8,1497.0,b'58.16',5.0,Honda,47
Coimbatore,2013,65278,Diesel,Manual,1,14.66,2199.0,b'58.16',7.0,Hyundai,165
Jaipur,2005,108000,Diesel,Manual,1,17.0,1405.0,b'58.16',5.0,Tata,101
Kolkata,2010,50645,Petrol,Automatic,2,10.93,2497.0,b'58.16',5.0,Mercedes-Benz,63
Hyderabad,2011,130002,Diesel,Manual,1,19.3,1248.0,b'58.16',5.0,Maruti,176
Hyderabad,2012,107000,Diesel,Manual,1,17.8,1399.0,b'58.16',5.0,Ford,79
Coimbatore,2015,41950,Petrol,Automatic,1,18.0,1497.0,b'58.16',5.0,Honda,47
Delhi,2012,109000,Diesel,Manual,1,13.0,2982.0,b'58.16',7.0,Toyota,83
Mumbai,2016,9000,Petrol,Manual,1,18.0,1198.0,b'58.16',5.0,Honda,20
Delhi,2014,43900,Diesel,Manual,1,22.54,1396.0,b'58.16',5.0,Hyundai,217
Bangalore,2013,64000,Diesel,Manual,2,18.2,1248.0,b'58.16',7.0,Chevrolet,71
Kochi,2019,13190,Petrol,Automatic,1,0.0,1950.0,b'58.16',5.0,Mercedes-Benz,125
Mumbai,2009,77652,Petrol,Automatic,1,12.6,1586.0,b'58.16',5.0,Maruti,162
Mumbai,2012,55000,Diesel,Manual,1,12.99,2494.0,b'58.16',7.0,Toyota,102
Ahmedabad,2012,59900,Diesel,Automatic,2,18.48,1995.0,b'58.16',5.0,BMW,5
Delhi,2015,73539,Diesel,Manual,1,19.01,1461.0,b'58.16',5.0,Renault,60
Coimbatore,2017,31645,Diesel,Automatic,1,20.68,1995.0,b'58.16',5.0,BMW,198
Kochi,2009,69690,Petrol,Manual,1,17.7,1497.0,b'58.16',5.0,Honda,47
Delhi,2016,41000,Diesel,Manual,1,28.09,1248.0,b'58.16',5.0,Maruti,46
Pune,2010,109200,Petrol,Manual,2,17.5,1298.0,b'58.16',5.0,Maruti,176
Pune,2012,80000,Diesel,Manual,1,15.1,2179.0,b'58.16',7.0,Mahindra,208
Ahmedabad,2007,51000,Petrol,Manual,1,13.5,1799.0,b'58.16',5.0,Honda,48
Pune,2013,105000,Diesel,Manual,2,25.47,1248.0,b'58.16',7.0,Maruti,72
Chennai,2013,179000,Diesel,Manual,1,23.59,1364.0,b'58.16',5.0,Toyota,75
Delhi,2013,12100,Petrol,Automatic,1,9.9,1984.0,b'58.16',2.0,Audi,177
Hyderabad,2017,31000,Diesel,Manual,1,21.13,1498.0,b'58.16',5.0,Skoda,149
Hyderabad,2015,50000,Diesel,Manual,1,20.14,1498.0,b'58.16',5.0,Volkswagen,138
Jaipur,2009,48000,Diesel,Automatic,1,17.0,1896.0,b'58.16',5.0,Skoda,111
Chennai,2007,35000,Diesel,Manual,1,19.2,1461.0,b'58.16',5.0,Mahindra,151
Ahmedabad,2016,100200,Diesel,Automatic,1,11.36,2755.0,b'58.16',7.0,Toyota,102
Bangalore,2014,47000,Diesel,Automatic,1,18.88,1995.0,b'58.16',5.0,BMW,3
Jaipur,2015,63642,Diesel,Manual,1,27.3,1498.0,b'58.16',5.0,Honda,103
Kochi,2015,62550,Diesel,Manual,1,25.8,1498.0,b'58.16',5.0,Honda,20
Kochi,2015,37340,Diesel,Automatic,1,16.36,2179.0,b'58.16',5.0,Jaguar,205
